Category,Question,Answer
---Allgemeine Informationen,Wer erhält die Projektpauschale?,Hochschulen (staatliche und nicht staatliche) und Universitätskliniken (unabhängig von der Rechtsform) können für Forschungsvorhaben ergänzend zu dem Zuschuss zu den zuwendungsfähigen Ausgaben …
---Allgemeine Informationen,Wer kann rechtsverbindlich unterschreiben?,"Bitte erfragen Sie intern, welche Personen Ihres Unternehmens/ Ihrer Hochschule eine rechtsverbindliche Unterschrift leisten können. Für Unternehmen: Sie finden die Angaben im Handelsregisterauszug …"
---Allgemeine Informationen,Wie kann ich einen Antrag zurückziehen?,Die Rücknahme eines Antrags ist schriftlich zu stellen und bedarf einer rechtsverbindlichen Unterschrift (Papierform) bzw. einer qualifizierten digitalen Signatur (elektronisch).
---Allgemeine Informationen,Wie können Mittel von einer Position in eine andere verschoben werden - Mittelumwidmung?,"Sie können über Easy-Online in den Haushaltsdaten einen Antrag auf Mittelumwidmung stellen. Der ist soll ausreichend zu begründen werden. Wird dem Antrag zugestimmt, erhalten Sie einen …"
---Allgemeine Informationen,Wie wird über das Ergebnis der Skizzenauswahl informiert?,"Die Skizzeneinreichenden, im Falle von Verbundprojekten der Koordinator, erhalten per E-Mail eine Zusage zur Förderung oder eine Absage zugesandt."
---Allgemeine Informationen,Wo finde ich eine Auflistung geförderter Projekte?,Alle aktuellen von BMBF geförderten Projekten finden Sie auf der offiziellen BMBF Seite .
---Allgemeine Informationen,Wo ist der Formularschrank?,Den Formularschrank finden sie unter der folgenden URL .
---Allgemeine Informationen,Wo reiche ich die erste Stufe des Antrages ein?,Im mehrstufigen Antragsverfahren erfolgt zuerst die Skizzeneinreichung. Den Link dafür entnehmen Sie bitte der entsprechenden Bekanntmachung.
---easy online,Ab welchem Betrag müssen Geräte abgeschrieben werden und bis zu welchem Betrag können Geräte ähnlich wie Verbrauchsmaterial bestellt werden?,Bitte benutzen Sie zur Beantwortung dieser Frage die AfA-Tabellen des Bundesfinanzministeriums.
---easy online,An wen kann ich mich für eine Antragsberatung wenden?,Ansprechpersonen für eine Antragsberatung sind der Förderbekanntmachung zu entnehmen.
---easy online,Darf ein Meeting im Ausland stattfinden?,"Dienen Projekttreffen im Ausland dem Erreichen des Vorhabenziels und kann begründet werden, weshalb diese im Ausland stattfinden müssen, können sie förderfähig sein. (Zuwendungsfähig sind Kosten oder …"
---easy online,Darf ich das Formular online signieren?,Das Easy-Online Formular darf auch online signiert und eingereicht werden. Dabei muss es sich um eine qualifizierte elektronische Signatur handeln. Dafür ist ein Kartenlesegerät mit Softwaretreiber …
---easy online,Dürfen Abschreibungskosten aufgeführt werden?,"Zuwendungsempfänger:innen, die auf Kostenbasis abrechnen, können Kosten für Abschreibungen auf ""vorhabenspezifische Anlagen"" in der Position 0847 beantragen. Zu beachten ist, dass es sich bei den …"
---easy online,Dürfen die Geräte abgeschrieben werden?,"Antrag auf Kostenbasis Abschreibungen für vorhabenspezifische Anlagen, die gesondert für das Vorhaben angeschafft oder hergestellt werden und nicht zur betriebsüblichen Grundausstattung gehören …"
---easy online,"Dürfen Kosten für Veranstaltungen, Schulungen oder Seminare abgerechnet werden?","Kosten oder Ausgaben für Veranstaltungen, Schulungen oder Seminare sind mit dem Antrag zu beantragen. Wurden diese bewilligt, können sie abgerechnet werden. Ob Kosten oder Ausgaben für Veranstaltungen …"
---easy online,Gibt es eine finanzielle Obergrenze für Hotelbesuche?,Bei der Obergrenze für Hotelbesuche können Sie sich an das Bundesreisekostengesetz halten.
---easy online,Gibt es eine Vorlage für einen Teilantrag?,"Sofern Ihre Skizze im Rahmen des Auswahlverfahrens ausgewählt wurde, erhalten Sie von VDIVDE IT GmbH eine E-Mail mit allen wichtigen Informationen zur Antragstellung. Der Link zu Antragstellung in …"
---easy online,Gibt es einen Höchstwert für Aufträge?,Es gibt keinen Höchstwert für Aufträge. Jedoch muss das Verhältnis von Eigentätigkeit im Projekt und Fremdleistung in Verhältnis stehen. Ab bestimmten Auftragssummen bei FE-Aufträgen ist auch ein …
---easy online,In welcher Position können Fortbildungen angesetzt bzw. abgerechnet werden?,"Fortbildungen sollten unbedingt mit dem Projektträger abgestimmt werden und sind nur förderfähig, wenn ihre Notwendigkeit ausschließlich im bewilligten Projekt begründet ist. Auf Kostenbasis erfolgt …"
---easy online,Ist der Mietwagen zuwendungsfähig?,Die Kosten oder Ausgaben für die Nutzung von Mietwagen können zuwendungsfähig sein. Die Notwendigkeit ist im Antrag ausführlich zu begründen und die Nutzung muss ausschließlich für Vorhabenzwecke …
---easy online,Ist Öffentlichkeitsarbeit förderfähig?,Öffentlichkeitsarbeit ist per se nicht förderfähig. Manche Bekanntmachungen haben jedoch öffentlichkeitswirksame Aspekte im Fokus - hier ist bei der Antragstellung der Rahmen und Umfang der …
---easy online,Kann die Position 0817 überschritten werden?,"Bei der Position 0817 handelt es sich um eine Personalausgaben-Position. Positionsüberschreitungen sind grundsätzlich möglich. Wird eine Position um bis zu 20 % überzogen, ist kein Antrag auf …"
---easy online,Kann ich den Antrag auch ohne qualifizierte elektronische Signatur nur digital einreichen?,Das Easy-Online Formular kann auch ohne digitale Signatur ausschließlich digital eingereicht werden. Wählen Sie dazu das TAN Verfahren aus den drei möglichen Einreichungsarten im easy-Online Portal.
---easy online,Können auch administrativ im Projekt tätige Mitarbeitende im Projekt abgerechnet werden?,Für das Projekt administrativ tätiges Personal bzw. administrative Tätigkeiten sind grundsätzlich nicht zuwendungsfähig. Diese Tätigkeiten und das entsprechende Personal ist in der Regel bereits …
---easy online,Können ausländische Partner/Firmen/Universitäten eingebunden werden?,"Grundsätzlich ist antragsberechtigt, wer zum Zeitpunkt der Auszahlung einer gewährten Zuwendung eine Betriebsstätte oder Niederlassung in Deutschland hat. Details zur Antragsberechtigung sind der …"
---easy online,Können in einem Projekt Mitarbeitende auch in anderen Projekten mitarbeiten und abgerechnet werden?,Eine in einem Projekt mitarbeitende Person an einer Hochschule kann auch in einem anderen Förderprojekt mitarbeiten. Das muss eindeutig und nachvollziehbar im Arbeitsvertrag ersichtlich sein. Die …
---easy online,Muss der Projektkoordinator die Reisekosten der assoziierten Partner finanzieren oder jemand Anderes?,Für assoziierte Partner:innen werden keine Reisekosten/-ausgaben übernommen. Diese haben die assoziierten Partner:innen selber zu tragen.
---easy online,Nach welcher Abrechnungsart muss ich meinen Antrag machen: nach LSP oder pauschalierte Abrechnung?,Derzeit ist die Beantragung der pauschalierten Abrechnung nur mit Einschränkungen möglich. Die bisher gemäß NKBF2017 gewährte Pauschale ist bei Neubewilligung aufgrund einer AGVO-Änderung nicht mehr …
---easy online,Sind Brutto- oder Nettokosten zu beantragen und abzurechnen?,"Beträge sind inkl. der MwSt. anzusetzen und auch abzurechnen, wenn der Zuwendungsempfänger/ die Zuwendungsempfängerin nicht zum Vorsteuerabzug berechtigt ist. Wenn eine Vorsteuerabzugsberechtigung …"
---easy online,Sind Mittel für Websites/Social Media förderfähig?,"Die Bewilligung von Ausgaben/Kosten für Websites (z. B. mit Blog) zur Information der Öffentlichkeit und zur Kommunikation ist prinzipiell möglich (Wissenschaftskommunikation), solange dies nicht der …"
---easy online,Sind Publikationskosten förderfähig?,"Kosten für Publikationen, die für die Zielerreichung des Projekts notwendig sind, sind förderfähig."
---easy online,Unter welchen Umständen kann ich mit Partnern aus dem europäischen Ausland zusammen arbeiten?,"Es muss nachgewiesen werden, dass die ausländischen Kooperationspartner:innen einen unersetzlichen Mehrwert für das Projekt bieten, welcher von keinem Partner im europäischen Ausland zu leisten ist."
---easy online,Wann soll der Finanzierungsplan eingereicht werden?,Eine erste Abschätzung der für ein Vorhaben anfallenden Kosten bzw. Ausgaben ist dem Projektkoordinator für die Einreichung der Skizze zur Verfügung zu stellen. Die detaillierte Kalkulation der …
---easy online,Was ist eine N.N. Stelle?,"Werden Anträge auf Ausgabenbasis gestellt, ist im Antrag anzugeben, ob das beantragte Personal namentlich bekannt ist oder namentlich noch nicht bekannt ist. Um namentlich nicht bekanntes Personal (N …"
---easy online,"Was passiert, wenn mein Vorhaben nicht zur Fördermaßnahme passt?","Die Antragsteller:innen haben im Vorfeld die Möglichkeit, die Förderberatung des Bundes in Anspruch zu nehmen. E-Mail: beratung@foerderinfo.bund.de Internet: www.foerderinfo.bund.de Gebührenfreie …"
---easy online,Was sind Gemeinkosten?,"Als Gemeinkosten werden Kosten bezeichnet, die sich im Unternehmen nicht einem bestimmten Kostenträger bzw. einer Kostenstelle zuordnen lassen. Der Gegenbegriff zu den Gemeinkosten sind die …"
---easy online,Was sind Personenmonate?,"Ein Personenmonat ist die durchschnittliche produktive Arbeitszeit in Stunden, die von einer Person in einem Kalendermonat erbracht wird (ausgehend von einer Vollzeitstelle unter Berücksichtigung von …"
---easy online,Was soll der Inhalt meiner Unterlagen sein?,In der Vorhabenbeschreibung müssen alle relevanten Informationen enthalten sein. Diese beinhaltet eine ausführliche Darstellung des Projektinhalts mit Begründung und Beschreibung der Zielstellung des …
---easy online,Was steckt hinter dem Begriff „Computerhardware“?,"Der Begriff „Computerhardware“ umfasst Computer, Desktop-Computer, Notebook-Computer, Desktop-Thin-Clients, Workstations, Dockingstations, externe Speicher- und Datenverarbeitungsgeräte (Small-Scale …"
---easy online,Welche Ausgaben bzw. Kosten können beantragt werden?,"Welche Kostenkategorien für Beihilfen an Unternehmen beantragt werden können, richtet sich nach den in der jeweiligen im Bundesanzeiger veröffentlichten Bekanntmachung zugelassenen Artikeln der …"
---easy online,Welche Personalausgaben sind förderfähig und können in der Vorkalkulation beantragt werden?,"Ausgabenförderung Nur tariflich bzw. arbeitsvertraglich festgeschriebene Gehälter sind bei der Antragstellung anzusetzen. Wenn das Personal noch nicht bekannt ist, sind die Obergrenze für NN-Personal …"
---easy online,Welche Reisen können im Projekt abgerechnet werden?,"Ausgaben/Kosten für Reisen, die in unmittelbarem Projektkontext stehen und für das Vorhaben erforderlich sind, können als förderfähige Ausgaben/Kosten geltend gemacht werden. Bei Anträgen von …"
---easy online,Welche Unterlagen muss ich einreichen?,"Welches Formular für Sie das richtige ist, teilt Ihnen der Projektträger mit der Aufforderung zur Antragstellung mit. Folgende Unterlagen sind im Rahmen der Antragstellung einzureichen: Antrag mit …"
---easy online,Welche Verordnung gilt bei der Reisekostenabrechnung?,"Bitte richten Sie sich nach dem Bundesreisekostengesetz, wenn Sie nach Reisekostenabrechnung suchen."
---easy online,Welchen Umfang soll/darf die Vorhabenbeschreibung haben?,Der Umfang richtet sich nach Ihrem Vorhaben. Bitte verwenden Sie diese Vorlage .
---easy online,Welcher Gemeinkostenzuschlag ist bei der pauschalierten Abrechnung erlaubt?,Derzeit ist die Beantragung der pauschalierten Abrechnung nur mit Einschränkungen möglich. Die bisher gemäß NKBF2017 gewährte Pauschale ist bei Neubewilligung aufgrund einer AGVO-Änderung nicht mehr …
---easy online,Welcher TVöD Satz beim Besserstellungsverbot ist bei der Abrechnung zu berücksichtigen?,"Wenn die Gesamtausgaben des Zuwendungsempfängers überwiegend aus Zuwendungen der öffentlichen Hand bestritten werden, darf er seine Beschäftigten nicht besser stellen als vergleichbare …"
---easy online,Wie hoch dürfen die Kosten/Ausgaben für FuE-Unteraufträge sein?,"Die Ausgaben/Kosten für FuE-Unteraufträge sollten nicht höher sein, als die Aufwendungen für die eigenen FuE-Aktivitäten in den Personalausgaben/kosten."
---easy online,Wie hoch sind die Gemeinkosten anzusetzen in einer AZK Abrechnung?,"Die Gemeinkosten bei der Abrechnung nach PreisLS sind sachgerecht von jedem Zuwendungsempfänger zu ermitteln. Bitte schauen Sie sich hierzu die NKBF2017 Nr. 2.2.1 in Verbindung mit den ""Leitsätzen für …"
---easy online,Wie schicke ich die Formulare ab?,"Der Antrag ist grundsätzlich postalisch, durch persönliche Übergabe oder per Boten einzureichen. Die Schriftform kann auch durch die elektronische Form ersetzt werden, sofern: die elektronischen …"
---easy online,Wie soll die Vorhabenbeschreibung gegliedert werden?,"Die Vorhabensbeschreibung ist Bestandteil des Antrags. Sie ist notwendig, damit das BMBF prüfen kann, ob das Vorhaben förderwürdig ist und an seiner Durchführung ein erhebliches Bundesinteresse …"
---easy online,Wo finde ich die Vorlage zur Teilvorhabenbeschreibung?,"Je nachdem auf welcher Basis Sie Fördermitteln beantragen, verwenden Sie die jeweiligen Teilvorhabenbeschreibung für AZK und jeweils die Teilvorhabenbeschreibung für AZA ."
---easy online,Wo sind Kosten für Miete in einer Zahlungsanweisung einzutragen?,"Wenn Mietausgaben bewilligt wurden, sind diese bei der Abrechnung auf Ausgabenbasis unter der Position 0832 (Mieten) ansatzfähig."
---Koordination von Verbundprojekten,In welcher Position können Fortbildungen angesetzt bzw. abgerechnet werden?,Assoziierte Partnern nehmen Aufgaben im Projekt wahr. Diese sind allerdings gegenüber den Fördermittelgeber:innen nicht rechenschaftspflichtig. Der Konsortialvertrag stellt daher eine gute Option dar …
---Koordination von Verbundprojekten,Muss der Projektkoordinator die Reisekosten der assoziierten Partner finanzieren oder jemand Anderes?,Für assoziierte Partner:innen werden keine Reisekosten/-ausgaben übernommen. Diese haben die assoziierten Partner:innen selber zu tragen.
---Koordination von Verbundprojekten,Müssen die Teilnehmenden eines Verbundprojekts eine Kooperationsvereinbarung vorlegen?,"Einzelheiten der Zusammenarbeit regeln die Partner:innen durch eine schriftliche Kooperationsvereinbarung, für die kein Vertragsmuster vorgegeben ist. Aus dieser muss ersichtlich sein, dass kein …"
---Koordination von Verbundprojekten,"Was passiert, wenn ich keinen Kooperationsvertrag bei der Antragstellung einreichen kann?",Die Zusammenarbeit in einem Verbundprojekt regeln die Partner:innen in einer schriftliche Kooperationsvereinbarung. Wenn die Vereinbarung zum Zeitpunkt der Antragstellung noch nicht geschlossen wurde …
---Koordination von Verbundprojekten,Wie viele Partner sind für ein Förderprojekt erlaubt?,"Sollte es eine Beschränkung für die Anzahl der Verbundpartner geben, ist diese in der Förderrichtline zu finden."
---KMU und MU,Ab wieviel Mitarbeitern gilt eine Firma als Großunternehmen und nicht mehr als mittelgroßes Unternehmen?,Für die Einstufung als KMU ( meist ab 250 Personen) ist neben der Anzahl der Mitarbeiter auch die Höhe der Bilanzsumme oder des Jahresumsatzes zu berücksichtigen.
---KMU und MU,Was ist die maximale Zuwendung für KMU Innovativ?,"Sollte die Höhe der Zuwendung beschränkt sein, ist dies der Förderbekanntmachung zu entnehmen. Ist hier keine Einschränkung zu finden, werden die Anträge rein nach Ihrer Qualität bewertet."
---KMU und MU,Wie werden KMU definiert?,"Nach der Definition der Europäischen Kommission (KOM) sind kleine und mittlere Unternehmen (KMU) solche, die weniger als 250 Personen beschäftigen und die entweder einen Jahresumsatz von höchstens 50 …"
